# BLASTN 2.13.0+
# Query: IGR_4 5020:5233
# Database: E._albertii_NZ_CP070290.1.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
IGR_4	NZ_CP070290.1	88.732	213	23	1	1	213	3764004	3763793	5.99e-70	259
# BLASTN 2.13.0+
# Query: IGR_6 6459:6528
# Database: E._albertii_NZ_CP070290.1.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
IGR_6	NZ_CP070290.1	93.333	60	2	2	10	68	3762557	3762499	7.78e-19	87.9
# BLASTN 2.13.0+
# Query: IGR_10 10494:10642
# Database: E._albertii_NZ_CP070290.1.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
IGR_10	NZ_CP070290.1	95.270	148	6	1	1	148	3758356	3758210	2.42e-62	233
# BLASTN 2.13.0+
# Query: IGR_12 11786:12162
# Database: E._albertii_NZ_CP070290.1.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
IGR_12	NZ_CP070290.1	86.053	380	29	18	8	376	3757057	3756691	4.87e-108	387
# BLASTN 2.13.0+
# Query: IGR_14 15298:15386
# Database: E._albertii_NZ_CP070290.1.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
IGR_14	NZ_CP070290.1	96.341	82	3	0	1	82	3753554	3753473	3.78e-33	135
# BLASTN 2.13.0+
# Query: IGR_17 17010:17488
# Database: E._albertii_NZ_CP070290.1.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
IGR_17	NZ_CP070290.1	91.632	478	40	0	1	478	3747876	3747399	0.0	662
# BLASTN 2.13.0+
# Query: IGR_19 19620:19795
# Database: E._albertii_NZ_CP070290.1.fasta
# 0 hits found
# BLASTN 2.13.0+
# Query: IGR_21 21078:21180
# Database: E._albertii_NZ_CP070290.1.fasta
# 0 hits found
# BLASTN 2.13.0+
